"sample_reason","scenario_set_name","scenario_name","population_id","application_seq","application_id","applicant_id","application_date","product_type","score_band","credit_score","annual_income","debt_to_income_ratio","utilization_rate","tradeline_count","months_since_oldest_trade","recent_inquiry_count","delinquency_count_12m","major_derogatory_flag","bankruptcy_flag","requested_amount","apr_proxy","loan_term_months","monthly_payment_proxy","payment_to_income_ratio","amount_to_income_ratio","estimated_pd","estimated_lgd","expected_loss_amount"
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,12917,APP-00012917,CUST-00012917,2025-12-10,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,551,40620.36,0.6154,0.4690,2,75,6,0,false,false,40482.61,0.250235,60,1188.78,0.351187,0.996609,0.450000,0.700000,12752.02
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,21097,APP-00021097,CUST-00021097,2025-06-18,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,527,70038.79,0.4175,0.6385,3,12,5,0,false,false,20619.10,0.225626,48,655.94,0.112385,0.294395,0.424351,0.700000,6124.81
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,21227,APP-00021227,CUST-00021227,2025-05-30,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,553,93457.96,0.5338,0.8150,1,74,0,6,true,false,32372.73,0.245121,60,940.94,0.120817,0.346388,0.450000,0.700000,10197.41
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,23076,APP-00023076,CUST-00023076,2025-01-27,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,560,66377.02,0.6469,0.5066,7,58,0,2,false,false,3152.76,0.238467,60,90.42,0.016347,0.047498,0.450000,0.700000,993.12
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,25322,APP-00025322,CUST-00025322,2025-06-19,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,538,36977.92,0.5189,0.8634,6,32,4,1,false,false,1000.00,0.224203,60,27.86,0.009041,0.027043,0.443569,0.700000,310.50
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,27151,APP-00027151,CUST-00027151,2025-03-23,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,568,69909.31,0.5604,0.7849,5,57,4,3,false,false,9068.40,0.246374,36,358.82,0.061592,0.129717,0.450000,0.700000,2856.55
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,29810,APP-00029810,CUST-00029810,2025-10-26,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,504,82600.41,0.5380,0.5587,6,52,4,6,false,false,11064.03,0.207066,36,415.17,0.060315,0.133946,0.450000,0.700000,3485.17
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,31347,APP-00031347,CUST-00031347,2025-11-27,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,520,69099.34,0.6324,0.6477,3,30,2,0,false,false,20841.03,0.221609,36,797.66,0.138524,0.301610,0.444661,0.700000,6487.04
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,32411,APP-00032411,CUST-00032411,2025-06-29,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,532,61503.71,0.4638,0.5461,3,96,2,4,false,false,46919.50,0.239421,60,1348.20,0.263048,0.762873,0.450000,0.700000,14779.64
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,33061,APP-00033061,CUST-00033061,2025-07-04,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,501,82716.14,0.3205,0.7103,5,72,5,6,false,false,32716.85,0.214649,24,1688.66,0.244981,0.395532,0.450000,0.700000,10305.81
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,35603,APP-00035603,CUST-00035603,2025-11-29,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,577,86336.09,0.5564,0.5020,2,38,1,6,false,false,7866.11,0.251040,60,231.36,0.032157,0.091110,0.450000,0.700000,2477.82
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,40528,APP-00040528,CUST-00040528,2025-05-29,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,577,22526.94,0.4957,0.5119,3,30,1,4,false,false,12073.12,0.254050,48,403.04,0.214698,0.535941,0.450000,0.700000,3803.03
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,42388,APP-00042388,CUST-00042388,2025-09-20,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,503,84186.31,0.4229,0.6324,6,53,0,6,false,false,24976.45,0.211111,60,677.26,0.096537,0.296681,0.450000,0.700000,7867.58
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,43208,APP-00043208,CUST-00043208,2025-04-08,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,570,34848.40,0.5919,0.4809,7,9,4,1,false,false,22585.73,0.255535,24,1211.72,0.417254,0.648114,0.450000,0.700000,7114.50
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,43774,APP-00043774,CUST-00043774,2025-09-25,UNSECURED_PERSONAL_LOAN,DEEP_SUBPRIME,571,21798.94,0.5303,0.5322,3,53,4,0,false,false,11911.81,0.250962,24,636.33,0.350290,0.546440,0.450000,0.700000,3752.22
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,478,APP-00000478,CUST-00000478,2025-11-11,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,686,134707.43,0.3495,0.4907,9,141,4,2,false,false,29271.53,0.162603,48,833.47,0.074247,0.217297,0.125383,0.700000,2569.11
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,2277,APP-00002277,CUST-00002277,2025-08-21,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,645,129725.66,0.4842,0.3787,12,140,5,1,false,false,50000.00,0.151713,36,1737.46,0.160720,0.385429,0.167154,0.700000,5850.39
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,3933,APP-00003933,CUST-00003933,2025-02-05,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,667,85612.49,0.2458,0.2750,8,78,2,1,false,false,24064.64,0.154238,24,1171.67,0.164229,0.281088,0.109060,0.700000,1837.14
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,9866,APP-00009866,CUST-00009866,2025-01-24,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,692,127606.95,0.2929,0.5868,9,175,0,1,false,false,42788.47,0.169679,60,1062.67,0.099932,0.335315,0.109939,0.700000,3292.89
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,10256,APP-00010256,CUST-00010256,2025-08-28,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,670,71665.01,0.2987,0.2935,4,193,5,1,false,false,25145.02,0.155692,48,707.08,0.118398,0.350869,0.113557,0.700000,1998.78
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,10490,APP-00010490,CUST-00010490,2025-06-27,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,654,51729.87,0.3995,0.7886,6,132,3,1,true,false,9950.33,0.141344,48,272.58,0.063232,0.192352,0.222370,0.700000,1548.86
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,10883,APP-00010883,CUST-00010883,2025-09-03,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,676,148320.81,0.4011,0.5102,6,101,1,0,false,false,50000.00,0.167619,36,1776.72,0.143747,0.337107,0.105271,0.700000,3684.49
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,11720,APP-00011720,CUST-00011720,2025-08-13,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,658,93856.08,0.4643,0.3794,3,120,1,0,false,false,42212.99,0.156081,36,1475.93,0.188706,0.449763,0.125137,0.700000,3697.68
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,14329,APP-00014329,CUST-00014329,2025-04-06,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,657,160445.57,0.2811,0.5236,12,167,3,0,false,false,9174.59,0.141228,36,314.11,0.023493,0.057182,0.082836,0.700000,531.99
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,15406,APP-00015406,CUST-00015406,2025-12-27,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,685,113666.03,0.4481,0.4065,6,63,2,0,false,false,33178.90,0.163998,60,813.91,0.085926,0.291898,0.082554,0.700000,1917.34
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,18148,APP-00018148,CUST-00018148,2025-08-01,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,648,145354.84,0.2895,0.4327,3,38,0,0,false,false,25330.48,0.142532,36,868.85,0.071729,0.174267,0.081196,0.700000,1439.71
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,22449,APP-00022449,CUST-00022449,2025-04-14,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,683,179975.04,0.3942,0.4289,12,85,5,0,false,false,28143.31,0.159966,48,797.54,0.053177,0.156373,0.090492,0.700000,1782.72
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,25749,APP-00025749,CUST-00025749,2025-07-02,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,677,119296.10,0.4298,0.5566,6,73,4,1,false,false,50000.00,0.168576,24,2468.69,0.248326,0.419125,0.196257,0.700000,6869.00
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,29161,APP-00029161,CUST-00029161,2025-03-31,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,648,104125.11,0.4854,0.4469,8,111,0,0,false,false,46979.70,0.153115,24,2284.85,0.263320,0.451185,0.140283,0.700000,4613.32
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,32686,APP-00032686,CUST-00032686,2025-02-09,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,641,150316.94,0.3438,0.3995,10,104,4,0,false,false,50000.00,0.147181,60,1182.11,0.094369,0.332631,0.087043,0.700000,3046.51
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,40370,APP-00040370,CUST-00040370,2025-10-04,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,670,149957.21,0.3893,0.2929,8,48,1,0,false,false,43258.90,0.160064,24,2118.22,0.169506,0.288475,0.095971,0.700000,2906.12
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,43922,APP-00043922,CUST-00043922,2025-10-22,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,665,106396.93,0.3447,0.4553,12,184,5,0,false,false,20524.51,0.150908,24,996.05,0.112340,0.192905,0.093259,0.700000,1339.87
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,47875,APP-00047875,CUST-00047875,2025-11-22,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,690,176024.16,0.2864,0.4393,8,92,2,2,false,false,41711.44,0.166870,60,1029.63,0.070192,0.236964,0.117954,0.700000,3444.02
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,48600,APP-00048600,CUST-00048600,2025-01-16,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,656,104548.70,0.4293,0.3950,3,168,5,0,false,false,6188.84,0.140193,48,169.18,0.019418,0.059196,0.085300,0.700000,369.54
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,49302,APP-00049302,CUST-00049302,2025-09-22,UNSECURED_PERSONAL_LOAN,NEAR_PRIME,667,125352.58,0.2900,0.3041,8,120,4,0,false,false,44280.32,0.158598,60,1073.52,0.102768,0.353246,0.092419,0.700000,2864.64
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,1834,APP-00001834,CUST-00001834,2025-02-15,UNSECURED_PERSONAL_LOAN,PRIME,733,58751.03,0.2985,0.1713,9,205,3,1,false,false,18711.31,0.129291,36,629.82,0.128642,0.318485,0.042688,0.700000,559.12
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,2147,APP-00002147,CUST-00002147,2025-02-08,UNSECURED_PERSONAL_LOAN,PRIME,708,87804.83,0.4337,0.1731,6,42,2,0,false,false,30642.49,0.124014,60,687.86,0.094008,0.348984,0.036303,0.700000,778.69
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,2640,APP-00002640,CUST-00002640,2025-10-09,UNSECURED_PERSONAL_LOAN,PRIME,725,156926.90,0.2783,0.1633,6,68,2,0,false,false,44494.84,0.131640,60,1016.13,0.077702,0.283539,0.029897,0.700000,931.18
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,4132,APP-00004132,CUST-00004132,2025-11-13,UNSECURED_PERSONAL_LOAN,PRIME,742,189307.28,0.2813,0.4495,7,221,0,0,false,false,50000.00,0.141950,48,1371.22,0.086920,0.264121,0.031671,0.700000,1108.49
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,5347,APP-00005347,CUST-00005347,2025-09-11,UNSECURED_PERSONAL_LOAN,PRIME,724,201569.52,0.1932,0.4445,9,191,4,1,false,false,12673.89,0.121468,48,334.67,0.019924,0.062876,0.038266,0.700000,339.49
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,15781,APP-00015781,CUST-00015781,2025-03-01,UNSECURED_PERSONAL_LOAN,PRIME,726,181734.91,0.2921,0.4375,9,241,3,0,false,false,49123.68,0.133572,36,1663.64,0.109851,0.270304,0.036346,0.700000,1249.81
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,15794,APP-00015794,CUST-00015794,2025-05-23,UNSECURED_PERSONAL_LOAN,PRIME,730,178832.76,0.3667,0.3922,6,159,0,0,false,false,3975.84,0.120860,36,132.22,0.008872,0.022232,0.032469,0.700000,90.36
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,18464,APP-00018464,CUST-00018464,2025-09-24,UNSECURED_PERSONAL_LOAN,PRIME,701,182848.69,0.3177,0.4196,10,199,3,0,false,false,49927.85,0.124572,60,1122.19,0.073647,0.273056,0.031424,0.700000,1098.25
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,19180,APP-00019180,CUST-00019180,2025-10-22,UNSECURED_PERSONAL_LOAN,PRIME,740,122248.90,0.2560,0.6347,11,239,1,0,false,false,36980.06,0.135698,60,852.24,0.083656,0.302498,0.037174,0.700000,962.29
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,22266,APP-00022266,CUST-00022266,2025-04-04,UNSECURED_PERSONAL_LOAN,PRIME,712,187910.69,0.4463,0.4031,11,128,4,0,false,false,18837.76,0.119726,36,625.44,0.039941,0.100248,0.034660,0.700000,457.04
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,25162,APP-00025162,CUST-00025162,2025-11-30,UNSECURED_PERSONAL_LOAN,PRIME,718,187168.42,0.4185,0.6166,9,181,4,0,false,false,25965.53,0.123551,36,866.84,0.055576,0.138728,0.042110,0.700000,765.39
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,25386,APP-00025386,CUST-00025386,2025-01-25,UNSECURED_PERSONAL_LOAN,PRIME,758,54140.77,0.3848,0.3157,5,239,4,0,false,false,42653.20,0.148958,36,1476.41,0.327238,0.787820,0.064633,0.700000,1929.76
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,28659,APP-00028659,CUST-00028659,2025-09-11,UNSECURED_PERSONAL_LOAN,PRIME,714,202374.86,0.3107,0.2362,15,213,2,0,false,false,12559.28,0.118255,36,416.10,0.024673,0.062059,0.027710,0.700000,243.61
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,32182,APP-00032182,CUST-00032182,2025-05-09,UNSECURED_PERSONAL_LOAN,PRIME,729,190099.76,0.3606,0.3125,8,133,1,1,false,false,50000.00,0.135994,24,2391.19,0.150943,0.263020,0.053563,0.700000,1874.71
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,37661,APP-00037661,CUST-00037661,2025-11-23,UNSECURED_PERSONAL_LOAN,PRIME,726,193611.46,0.3085,0.1550,11,155,4,0,false,false,13337.86,0.122429,48,352.83,0.021868,0.068890,0.029574,0.700000,276.12
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,39040,APP-00039040,CUST-00039040,2025-07-11,UNSECURED_PERSONAL_LOAN,PRIME,722,120559.26,0.4117,0.2626,9,188,3,0,false,false,9615.52,0.120868,24,453.03,0.045093,0.079758,0.028718,0.700000,193.30
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,40116,APP-00040116,CUST-00040116,2025-12-27,UNSECURED_PERSONAL_LOAN,PRIME,732,163153.64,0.3809,0.3447,6,201,3,0,false,false,40180.49,0.133137,48,1084.21,0.079744,0.246274,0.035421,0.700000,996.26
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,48776,APP-00048776,CUST-00048776,2025-05-20,UNSECURED_PERSONAL_LOAN,PRIME,733,69954.92,0.4407,0.4115,7,207,1,0,false,false,25755.74,0.131340,48,692.68,0.118822,0.368176,0.040522,0.700000,730.57
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,48809,APP-00048809,CUST-00048809,2025-05-14,UNSECURED_PERSONAL_LOAN,PRIME,741,191658.06,0.4424,0.1660,14,57,1,0,false,false,31334.86,0.132135,60,716.39,0.044854,0.163494,0.032921,0.700000,722.10
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,49948,APP-00049948,CUST-00049948,2025-03-14,UNSECURED_PERSONAL_LOAN,PRIME,708,197942.51,0.2741,0.4089,8,126,4,0,false,false,50000.00,0.128139,36,1680.22,0.101861,0.252599,0.038486,0.700000,1347.01
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,887,APP-00000887,CUST-00000887,2025-05-15,UNSECURED_PERSONAL_LOAN,SUBPRIME,615,106266.47,0.4814,0.3879,4,61,5,2,false,false,44714.36,0.200129,48,1360.98,0.153687,0.420776,0.396981,0.700000,12425.53
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,4574,APP-00004574,CUST-00004574,2025-06-01,UNSECURED_PERSONAL_LOAN,SUBPRIME,638,54074.66,0.3947,0.6213,4,96,0,3,false,false,15637.13,0.205494,60,419.08,0.093000,0.289177,0.356063,0.700000,3897.46
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,8859,APP-00008859,CUST-00008859,2025-02-10,UNSECURED_PERSONAL_LOAN,SUBPRIME,639,79037.96,0.5344,0.4366,9,96,1,3,false,false,31738.39,0.211437,60,861.20,0.130752,0.401559,0.378186,0.700000,8402.11
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,13904,APP-00013904,CUST-00013904,2025-11-05,UNSECURED_PERSONAL_LOAN,SUBPRIME,606,133989.85,0.4065,0.4478,4,79,3,0,false,false,39677.48,0.190608,48,1187.63,0.106363,0.296123,0.228269,0.700000,6340.00
M1_SCENARIO_PRODUCT_SCORE_STRATIFIED_RANDOM,MODULE1_V2_EXPOSURE_INTENSITY_SENSITIVITY_SET,EXPOSURE_BASELINE_REFERENCE,BASE_POPULATION_V1,15210,APP-00015210,CUST-00015210,2025-10-19,UNSECURED_PERSONAL_LOAN,SUBPRIME,586,83171.51,0.2663,0.5969,9,30,5,2,false,false,49570.90,0.183862,48,1466.17,0.211539,0.596008,0.412682,0.700000,14319.91
